Codigo,CodCompra,RubroC,Item,Stock,Precio,PrecioCba,Marca,Precio5
2407,216,RUEDAS>DE GOMA>>,RUEDA DE GOMA 175 X 50 MM EJE 19MM,6,812,558.48,Publish,743
2408,217,RUEDAS>DE GOMA>>,RUEDA DE GOMA 200 X 50 MM EJE 19MM,10,942,655.67,Publish,873
2427,218,RUEDAS>DE GOMA>>,RUEDA DE GOMA/CHAPA 150 X 48 MM EJE 19MM,0,1311,933.65,Publish,1242
2428,219,RUEDAS>DE GOMA>>,RUEDA DE GOMA/CHAPA 175 X 50 MM EJE 19MM,11,1555,1116.96,Publish,1486
2429,220,RUEDAS>DE GOMA>>,RUEDA DE GOMA/CHAPA 200 X 52 MM EJE 19MM,4,1702,1227.81,Publish,1633
1103,ERU110,RUEDAS>DE PLASTICO/GOMA>>,RUEDA DE PLASTICO/GOMA 110MM,24,270,150.78,Publish,201
1104,ERU135,RUEDAS>DE PLASTICO/GOMA>>,RUEDA DE PLASTICO/GOMA 135MM,13,382,235.34,Publish,313
1248,ERU160,RUEDAS>DE PLASTICO/GOMA>>,RUEDA DE PLASTICO/GOMA 160MM,8,588,389.86,Publish,519
2401,205,RUEDAS>DE POLIETILENO>>,RUEDA DE POLIETILENO .56 X 14 MM EJE 7MM,20,92,17.21,Publish,23
2402,207,RUEDAS>DE POLIETILENO>>,RUEDA DE POLIETILENO .75 X 15 MM EJE 7MM,19,114,33.1,Publish,45
2403,208,RUEDAS>DE POLIETILENO>>,RUEDA DE POLIETILENO .80 X 32 MM EJE 12.5MM,7,164,71.17,Publish,95
2404,210,RUEDAS>DE POLIETILENO>>,RUEDA DE POLIETILENO 100 X 36 MM EJE 14MM,14,210,105.98,Publish,141
2405,214,RUEDAS>DE POLIETILENO>>,RUEDA DE POLIETILENO 125 X 33 MM EJE 13MM,8,257,141.07,Publish,188
5954,1101,RUEDAS>>>,RUEDA GOMA NEGRA C/BASE .40MM,100,187,88.59,Publish,118
551,1104,RUEDAS>DE GOMA>>,RUEDA GOMA NEGRA C/BASE .50MM,80,228,118.95,Publish,159
5955,1107,RUEDAS>>>,RUEDA GOMA NEGRA C/BASE .75MM,40,512,332.75,Publish,443
5956,1110,RUEDAS>>>,RUEDA GOMA NEGRA C/BASE 100MM,20,625,417.49,Publish,556
5913,EVOL1836,RUEDAS>INFLABLES>>,RUEDA INFLABLE 210X50X16 MM CHAPA P/CARRO,18,2046,1486.4,Publish,1977
1241,29508-00,RUEDAS>INFLABLES>>,RUEDA INFLABLE 250X80X16 MM CHAPA P/CARRO,46,2876,2110.22,Publish,2807
1937,29509-00,RUEDAS>INFLABLES>>,RUEDA INFLABLE 350X3X8 PARA CARRETILLAS,12,3625,2672.95,Publish,3556
1926,EVOL1833,RUEDAS>INFLABLES>>,RUEDA INFLABLE 390X90X16 LLANTA PLAST BUJE METAL,0,2971,2181.46,Draft,2902
1045,29512-00,RUEDAS>INFLABLES>>,"RUEDA INFLABLE 400X4""X8"" PARA CARRETILLAS Y HORMIG",28,3558,2907.42,Publish,3489
6544,77741024,RUEDAS>>>,RUEDA NEUMATICA P/CARRETILLA 50LTS Y 55LTS TRAMONT,0,3618,2668.27,Draft,3549
6545,77741041,RUEDAS>>>,RUEDA NEUMATICA P/CARRETILLA 65LTS TRAMONTINA,0,4298,3179.22,Draft,4229
3095,B09,RUEDAS>DE POLIETILENO>>,RUEDA NYLON C/RULEMAN 32MM CANAL CUADRADO,0,228,119,Publish,159
207,950,RUEDAS>DE VENTANA>>,RUEDA P/VENTANA CORREDIZA 30MM CANAL EN V,171,229,119.56,Publish,160
210,956,RUEDAS>DE VENTANA>>,RUEDA P/VENTANA CORREDIZA 45MM CANAL EN V,50,295,169.65,Publish,226
208,960,RUEDAS>DE VENTANA>>,RUEDA P/VENTANA CORREDIZA 60MM CANAL EN V,0,403,250.83,Publish,334
3188,RLC320,RUEDAS>DE CARRETILLA>>,RUEDA PARA CARRETILLA MACIZA 320X60,35,1572,1129.7,Publish,1503
2460,RLC350,RUEDAS>DE CARRETILLA>>,RUEDA PARA CARRETILLA MACIZA 350X60,36,1644,1183.49,Publish,1575
868,420,RUEDAS>DE CARRETILLA>>,RUEDA PARA CARRETILLA PLASTICA,0,1202,851.18,Draft,1133
3189,RLH32026,RUEDAS>DE HORMIGONERA>>,RUEDA PARA HORMIGONERA MACIZA 320X60 EJE 26,36,1572,1129.7,Publish,1503
2608,RLH35026,RUEDAS>DE HORMIGONERA>>,RUEDA PARA HORMIGONERA MACIZA 350X60 EJE 26,14,1644,1183.49,Publish,1575
2881,X01,RUEDAS>DE PORTON>SIN SOPORTE>,RUEDA PARA PORTON ACERO .50 CANAL V,66,721,490.04,Publish,652
2889,X18,RUEDAS>DE PORTON>CON SOPORTE>,RUEDA PARA PORTON ACERO .50 CANAL V C/SOPORTE,2,959,669.16,Publish,890
2882,X02,RUEDAS>DE PORTON>SIN SOPORTE>,RUEDA PARA PORTON ACERO .60 CANAL V,95,827,569.4,Publish,758
2890,X19,RUEDAS>DE PORTON>CON SOPORTE>,RUEDA PARA PORTON ACERO .60 CANAL V C/SOPORTE,40,1048,735.39,Publish,979
2883,X03,RUEDAS>DE PORTON>SIN SOPORTE>,RUEDA PARA PORTON ACERO .70 CANAL V,13,1031,722.6,Publish,962
2891,X20,RUEDAS>DE PORTON>CON SOPORTE>,RUEDA PARA PORTON ACERO .70 CANAL V C/SOPORTE,55,1239,879.29,Publish,1170
2884,X04,RUEDAS>DE PORTON>SIN SOPORTE>,RUEDA PARA PORTON ACERO .80 CANAL V,101,1259,894.05,Publish,1190
2892,X21,RUEDAS>DE PORTON>CON SOPORTE>,RUEDA PARA PORTON ACERO .80 CANAL V C/SOPORTE,4,1337,952.67,Publish,1268
2885,X05,RUEDAS>DE PORTON>SIN SOPORTE>,RUEDA PARA PORTON ACERO .90 CANAL V,0,1521,1091.67,Publish,1452
2893,X22,RUEDAS>DE PORTON>CON SOPORTE>,RUEDA PARA PORTON ACERO .90 CANAL V C/SOPORTE,25,1772,1280.02,Publish,1703
2886,X06,RUEDAS>DE PORTON>SIN SOPORTE>,RUEDA PARA PORTON ACERO 100 CANAL V,24,1818,1314.8,Publish,1749
2894,X23,RUEDAS>DE PORTON>CON SOPORTE>,RUEDA PARA PORTON ACERO 100 CANAL V C/SOPORTE,18,2006,1455.86,Publish,1937
4549,1216,RUEDAS>DE PLASTICO/GOMA>>,RUEDA PLASTICA A PERNO 11 A PRESION 53MM DOBLE,19,365,222.42,Publish,296
2432,503,RUEDAS>DE PLASTICO/GOMA>>,RUEDA PLASTICA A PERNO C / ROSCA 50MM DOBLE,91,210,105.28,Publish,141
543,G-Y71301,RUEDAS>DE PLASTICO/GOMA>>,RUEDA PLASTICA BASE CUADRADA 40MM DOBLE,274,165,71.79,Publish,96
2431,G-Y71302,RUEDAS>DE PLASTICO/GOMA>>,RUEDA PLASTICA BASE CUADRADA 50MM DOBLE,184,185,86.71,Publish,116
2433,2102,RUEDAS>DE PLASTICO/GOMA>>,RUEDA PLASTICA BASE REDONDA 35MM DOBLE,44,189,89.75,Publish,120
2315,502,RUEDAS>DE PLASTICO/GOMA>>,RUEDA PLASTICA BASE REDONDA 45MM DOBLE,137,210,105.28,Publish,141
5950,3502-I,RUEDAS>>RUEDAS>,RUEDA SUPERMERCADO 125 GIRATORIA PASANTE,25,1133,799.85,Publish,1064
5953,2712-I,RUEDAS>>>,RUEDA TECNO GOMA GRIS C/BASE 100MM,18,708,479.81,Publish,639
5951,2703-I,RUEDAS>>>,RUEDA TECNO NY/GOMA GRIS .50 C/BASE,60,284,160.99,Publish,215
3117,2803-I,RUEDAS>>>,RUEDA TECNO NY/GOMA GRIS .50 PASANTE,60,284,160.99,Publish,215
5952,2705-I,RUEDAS>>>,RUEDA TECNO NY/GOMA GRIS .80 C/BASE,30,512,332.42,Publish,443
3118,2805-I,RUEDAS>DE GOMA>>,RUEDA TECNO NY/GOMA GRIS .80 PASANTE,30,512,332.42,Publish,443
3097,2812-I,RUEDAS>DE GOMA>>,RUEDA TECNO NY/GOMA GRIS 100 PASANTE,23,708,479.79,Publish,639
1652,901409,SEGURIDAD INDUSTRIAL/PERSONAL>ANTEOJOS>>,ANTEOJO ARGON AMARILLO LIBUS,8,347,208.42,Publish,278
282,900494,SEGURIDAD INDUSTRIAL/PERSONAL>ANTEOJOS>>,ANTEOJO ARGON GRIS LIBUS,204,347,208.42,Publish,278
281,900499,SEGURIDAD INDUSTRIAL/PERSONAL>ANTEOJOS>>,ANTEOJO ARGON TRANSPARENTE LIBUS,493,347,208.42,Publish,278
1613,901412,SEGURIDAD INDUSTRIAL/PERSONAL>ANTEOJOS>>,ANTEOJO ARGON VERDE LIBUS,20,347,208.42,Publish,278
1777,900555,SEGURIDAD INDUSTRIAL/PERSONAL>ANTEOJOS>>,ANTEOJO ECO LINE GRIS LIBUS,64,319,187.58,Publish,250
1776,900558,SEGURIDAD INDUSTRIAL/PERSONAL>ANTEOJOS>>,ANTEOJO ECO LINE TRANSPARENTE,196,319,187.58,Publish,250
1796,901607,SEGURIDAD INDUSTRIAL/PERSONAL>ANTEOJOS>>,ANTEOJO IMPACT GRIS LIBUS 9016607,67,518,336.94,Publish,449
891,901605,SEGURIDAD INDUSTRIAL/PERSONAL>ANTEOJOS>>,ANTEOJO IMPACT TRANSPARENTE LIBUS,93,518,336.94,Publish,449
2017,901593,SEGURIDAD INDUSTRIAL/PERSONAL>ANTEOJOS>>,ANTEOJO MIG GRIS LIBUS,22,873,604.41,Publish,804
2016,2016,SEGURIDAD INDUSTRIAL/PERSONAL>>>,ANTEOJO MIG TRANSPARENTE LIBUS,0,578,382.1,Draft,509
1380,902024,SEGURIDAD INDUSTRIAL/PERSONAL>ANTEOJOS>>,ANTEOJO NEON GRIS HC LIBUS,12,629,420.31,Publish,560
1256,2690,SEGURIDAD INDUSTRIAL/PERSONAL>ANTIPARRAS>>,ANTIPARRA P/SOLDAR RECTANGULAR VISOR LEVADIZO,8,771,527.33,Publish,702
448,2691,SEGURIDAD INDUSTRIAL/PERSONAL>ANTIPARRAS>>,ANTIPARRA P/SOLDAR REDONDA VISOR LEVADIZO,30,609,405.34,Publish,540
3090,3090,SEGURIDAD INDUSTRIAL/PERSONAL>>>,ANTIPARRA STEELPRO EVEREST CLARA 5830,0,69,0,Draft,0
1615,10153,SEGURIDAD INDUSTRIAL/PERSONAL>ANTIPARRAS>>,ANTIPARRA TRANSPARENTE CON ELASTICO,59,374,228.96,Publish,305
5903,WXEECT050050S,SEGURIDAD INDUSTRIAL/PERSONAL>APRETACARGAS>>,APRETA SUJETA RUEDA CON 2 GARFIOS 3 TACOS DE GOMA,0,4508,3337.17,Publish,4439
3122,XEECT250084GJ,SEGURIDAD INDUSTRIAL/PERSONAL>APRETACARGAS>>,"APRETACARGA CRIQUET 4MX2,5CM 1000KG GANCHO J",19,1238,878.57,Publish,1169
800,WXEECT250154G,SEGURIDAD INDUSTRIAL/PERSONAL>APRETACARGAS>>,"APRETACARGA CRIQUET 4MX2,5CM 1500KG GANCHO J",18,1799,1300.7,Publish,1730
3172,XEECT500506GJ,SEGURIDAD INDUSTRIAL/PERSONAL>APRETACARGAS>>,APRETACARGA CRIQUET 6MX5CM 5000KG. GANCHO J,5,4438,3284.91,Publish,4369
40,WXEECT500309G,SEGURIDAD INDUSTRIAL/PERSONAL>APRETACARGAS>>,APRETACARGA CRIQUET 9MX5CM 3000KG. GANCHO J,12,4438,3284.9,Publish,4369
801,XEECT500509GJ,SEGURIDAD INDUSTRIAL/PERSONAL>APRETACARGAS>>,APRETACARGA CRIQUET 9MX5CM 5000KG.,3,5094,3777.89,Publish,5025
1808,WXEKIT002,SEGURIDAD INDUSTRIAL/PERSONAL>APRETACARGAS>>,ARNES CON 1 COLA DE 2M. P/TRABAJO EN ALTURA,5,8996,6711.59,Publish,8927
4840,WXEKIT003,SEGURIDAD INDUSTRIAL/PERSONAL>ARNESES Y CINTURONES>>,ARNES CON 2 COLAS DE 2M. P/TRABAJO EN ALTURA,2,13273,9927.58,Publish,13204
6621,6621,SEGURIDAD INDUSTRIAL/PERSONAL>BARBIJOS>>,BARBIJO CON ELASTICO 3 TELAS FISELINA (50 UNID.),2,607,537.95,Publish,538
6620,6620,SEGURIDAD INDUSTRIAL/PERSONAL>BARBIJOS>>,BARBIJO CON ELASTICO TELA SMS AZUL (50 UNIDADES),20,607,537.95,Publish,538
1973,EVOL0173,SEGURIDAD INDUSTRIAL/PERSONAL>BARBIJOS>>,BARBIJO DESCARTABLE 200 GRS. POR UNIDAD,999,110,30.26,Publish,41
834,EVOL1173,SEGURIDAD INDUSTRIAL/PERSONAL>BARBIJOS>>,BARBIJO DESCARTABLE KN95,65,242,129.58,Publish,173
292,EVOL117333,SEGURIDAD INDUSTRIAL/PERSONAL>>>,BARBIJO N95 C/VALVULA IMPORTADO,0,283,160.45,Draft,214
3192,203,SEGURIDAD INDUSTRIAL/PERSONAL>CALZADOS>>,BOTA PVC BLANCA FRIGORIFICA  S/PUNTERA 37 A 47,0,3391,2497.53,Publish,3322
286,210,SEGURIDAD INDUSTRIAL/PERSONAL>CALZADOS>>,BOTA PVC NEGRA C/PUNT. ACERO TALLE 37 AL 47.,0,3033,2228.33,Publish,2964
2437,201,SEGURIDAD INDUSTRIAL/PERSONAL>CALZADOS>>,BOTA PVC NEGRA S/PUNTERA TALLES DEL 37 AL 47,0,2657,1945.23,Publish,2588
1446,IT111,SEGURIDAD INDUSTRIAL/PERSONAL>CALZADOS>>,BOTIN CONSTRUCTOR SUELA PVC C/P PAMPERO,0,7392,5505.89,Publish,7323
5037,701,SEGURIDAD INDUSTRIAL/PERSONAL>CALZADOS>>,BOTIN CUERO DESCARNE NEGRO SUELA PVC INYECTADA C/P,0,4710,3488.99,Publish,4641
466,100D,SEGURIDAD INDUSTRIAL/PERSONAL>CALZADOS>>,BOTIN DIELECRICO DE SEGURIDAD BOHM,0,9318,6953.88,Publish,9249
2439,IT103,SEGURIDAD INDUSTRIAL/PERSONAL>CALZADOS>>,BOTIN USO INTENSIVO PU ARGENTINO PAMPERO,0,9950,7429.26,Publish,9881
1516,BUZ01,SEGURIDAD INDUSTRIAL/PERSONAL>INDUMENTARIA>>,BUZO DE FRISA MARINO,2,2384,1739.88,Publish,2315
4660,8107-A,SEGURIDAD INDUSTRIAL/PERSONAL>CADENAS Y POSTES>>,CADENA PLASTICA AMARI / NEGRA 08X29X49MM (X METRO),75,304,195.39,Publish,235
4710,8107-N,SEGURIDAD INDUSTRIAL/PERSONAL>CADENAS Y POSTES>>,CADENA PLASTICA NARANJA 08X29X49MM (X METRO),0,313,203.21,Publish,244
4661,8107-R,SEGURIDAD INDUSTRIAL/PERSONAL>CADENAS Y POSTES>>,CADENA PLASTICA ROJA / BLANCA 08X29X49MM (X METRO),0,304,195.39,Publish,235
4662,8213,SEGURIDAD INDUSTRIAL/PERSONAL>CADENAS Y POSTES>>,CADENA PLASTICA: GANCHOS BLANCO P/CADENAS,9,163,78.16,Publish,94
4711,7225,SEGURIDAD INDUSTRIAL/PERSONAL>CADENAS Y POSTES>>,CADENA PLASTICA: POSTE AMAR/NEGRO 90CM C/BASE,0,2621,2125.86,Publish,2552
4712,7226,SEGURIDAD INDUSTRIAL/PERSONAL>CADENAS Y POSTES>>,CADENA PLASTICA: POSTE NARANJA 90CM C/BASE,0,2977,2422.85,Publish,2908
4663,7224,SEGURIDAD INDUSTRIAL/PERSONAL>CADENAS Y POSTES>>,CADENA PLASTICA: POSTE ROJO/BLANCO 90CM C/BASE,0,2904,2362.06,Publish,2835
2749,CAM03,SEGURIDAD INDUSTRIAL/PERSONAL>INDUMENTARIA>>,CAMISA DE TRABAJO GAUCHO TALLES DEL 38 AL 46,2,3830,2827.14,Publish,3761
2750,CAM04,SEGURIDAD INDUSTRIAL/PERSONAL>INDUMENTARIA>>,CAMISA DE TRABAJO GAUCHO TALLES DEL 48 AL 54,0,4393,3251.12,Publish,4324
1856,CAM05,SEGURIDAD INDUSTRIAL/PERSONAL>INDUMENTARIA>>,CAMISA DE TRABAJO TALLES DEL 38 AL 46,7,2958,2171.94,Publish,2889
1857,CAM06,SEGURIDAD INDUSTRIAL/PERSONAL>INDUMENTARIA>>,CAMISA DE TRABAJO TALLES DEL 48 AL 60,5,3395,2500.02,Publish,3326
285,LPP-RC,SEGURIDAD INDUSTRIAL/PERSONAL>CAPAS>>,CAPA PARA LLUVIA DE PVC,16,1857,1344.29,Publish,1788
2282,WH4500,SEGURIDAD INDUSTRIAL/PERSONAL>>>,CARETA P/SOLDAR FOTOSENSIBLE KUSHIRO,0,3001,2204.01,Draft,2932
2281,903570,SEGURIDAD INDUSTRIAL/PERSONAL>CASCO>>,CARETA P/SOLDAR FOTOSENSIBLE LIBUS SW510,20,3837,2832.38,Publish,3768
1610,1343,SEGURIDAD INDUSTRIAL/PERSONAL>PROTECCION SOLDADURA>CARETAS>,CARETA P/SOLDAR IMPORTADA C / VIDRIO LEVADIZO,0,1764,1274.43,Draft,1695
65,1500,SEGURIDAD INDUSTRIAL/PERSONAL>PROTECCION SOLDADURA>CARETAS>,"CARETA P/SOLDAR PLASTICA C/SOPORTE MADERA ""OR""",0,1224,867.73,Publish,1155
751,202045379,SEGURIDAD INDUSTRIAL/PERSONAL>PROTECCION SOLDADURA>CARETAS>,"CARETA P/SOLDAR SIN VIDRIO LEVADIZO ""W-S""",111,1103,861.27,Publish,1034
570,CM01,SEGURIDAD INDUSTRIAL/PERSONAL>CASCO>>,CASCO DE SEGURIDAD LIBUS CON ARNES AMARILLO,63,1100,774.62,Publish,1031
571,CM04,SEGURIDAD INDUSTRIAL/PERSONAL>CASCO>>,CASCO DE SEGURIDAD LIBUS CON ARNES AZUL,16,1100,774.62,Publish,1031
572,CM03,SEGURIDAD INDUSTRIAL/PERSONAL>CASCO>>,CASCO DE SEGURIDAD LIBUS CON ARNES BLANCO,40,1100,774.62,Publish,1031
573,CM05,SEGURIDAD INDUSTRIAL/PERSONAL>CASCO>>,CASCO DE SEGURIDAD LIBUS CON ARNES ROJO,12,1100,774.62,Publish,1031
1219,BM73,SEGURIDAD INDUSTRIAL/PERSONAL>>>,CHALECO BANDOLERA PVC 5CM C/REFLEC,0,762,521.04,Draft,693
1519,BRR,SEGURIDAD INDUSTRIAL/PERSONAL>CHALECOS>>,CHALECO BANDOLERA TELA 5CM C/REFLECTIVO,13,894,620.04,Publish,825
455,455,SEGURIDAD INDUSTRIAL/PERSONAL>>>,CHALECO VIAL P.V.C. SIN REFLECTIVO IMPORTADO,0,244,131.3,Draft,175
784,7850,SEGURIDAD INDUSTRIAL/PERSONAL>CHALECOS>>,CHALECO VIAL POLIESTER AMARILLO C/BANDAS REFLECT.,98,377,256.6,Publish,308
783,TL5617,SEGURIDAD INDUSTRIAL/PERSONAL>CHALECOS>>,CHALECO VIAL POLIESTER NARANJA C/BANDAS REFLECT.,46,377,256.6,Publish,308
55,CHO01,SEGURIDAD INDUSTRIAL/PERSONAL>INDUMENTARIA>>,CHOMBA DE PIQUET TALLES 1 AL 5 1ª CALIDAD,2,3718,2743.55,Publish,3649
1952,1952,SEGURIDAD INDUSTRIAL/PERSONAL>>>,CINTA PELIGRO DOBLE FAZ X 100 MTS. ROJO/BLANCO,0,207,103.54,Draft,138
293,PE60,SEGURIDAD INDUSTRIAL/PERSONAL>CINTAS>DE AVISO>,CINTA PELIGRO DOBLE FAZ X 200 MTS. ROJO/BLANCO,377,441,279.06,Publish,372
4871,I.352/5,SEGURIDAD INDUSTRIAL/PERSONAL>CINTAS>REFLECTIVAS>,CINTA REFLECTIVA  VEHICULAR BLANCA 5CM X 1M VRP,52,336,200.43,Publish,267
4873,I.3952/5,SEGURIDAD INDUSTRIAL/PERSONAL>CINTAS>REFLECTIVAS>,CINTA REFLECTIVA  VEHICULAR INTERNAC. 5CM X 1M VRP,100,482,310.37,Publish,413
4872,I.3952/55,SEGURIDAD INDUSTRIAL/PERSONAL>CINTAS>REFLECTIVAS>,"CINTA REFLECTIVA  VEHICULAR ROJA 7,5CM X 1M VRP",38,490,316.1,Publish,421
2052,BAN03,SEGURIDAD INDUSTRIAL/PERSONAL>CINTAS>REFLECTIVAS>,"CINTA REFLECTIVA VEHICULAR ""3M"" AMARILLA 5CM X 1M",0,995,771.49,Publish,926
2008,BAN07,SEGURIDAD INDUSTRIAL/PERSONAL>CINTAS>REFLECTIVAS>,"CINTA REFLECTIVA VEHICULAR ""3M"" BLANCA 5CM X 1M",0,995,771.49,Publish,926
2011,BAN05,SEGURIDAD INDUSTRIAL/PERSONAL>CINTAS>REFLECTIVAS>,"CINTA REFLECTIVA VEHICULAR ""3M"" INTERNAC. 5CM 1M",0,995,771.14,Publish,926
2007,BAN02,SEGURIDAD INDUSTRIAL/PERSONAL>CINTAS>REFLECTIVAS>,"CINTA REFLECTIVA VEHICULAR ""3M"" ROJA 7,5CM X 1M",0,1458,1157.24,Publish,1389
1338,GIRG80,SEGURIDAD INDUSTRIAL/PERSONAL>CINTAS>REFLECTIVAS>,"CINTA REFLECTIVA: CIRCULO VELOCIDAD .80 ""3M""",0,820,564.46,Publish,751
1339,CIRG90,SEGURIDAD INDUSTRIAL/PERSONAL>CINTAS>REFLECTIVAS>,"CINTA REFLECTIVA: CIRCULO VELOCIDAD .90 ""3M""",0,820,564.46,Publish,751
1340,CIRG110,SEGURIDAD INDUSTRIAL/PERSONAL>CINTAS>REFLECTIVAS>,"CINTA REFLECTIVA: CIRCULO VELOCIDAD 110 ""3M""",0,747,564.46,Publish,678
1809,WXE181,SEGURIDAD INDUSTRIAL/PERSONAL>ARNESES Y CINTURONES>>,CINTURON LINIERO C/COLA 2M P/ALTURA C/PORTAHERRAMI,2,7694,5732.93,Publish,7625
569,7072,SEGURIDAD INDUSTRIAL/PERSONAL>CONO VIAL>>,CONO VIAL .50 CM. ROJO C/REFLECTIVO BASE DE CAUCHO,9,1664,1328.66,Publish,1595
3221,7071,SEGURIDAD INDUSTRIAL/PERSONAL>CONO VIAL>>,CONO VIAL .75 CM ROJO C/REFLECTIVO BASE DE CAUCHO,1,2039,1641.29,Publish,1970
1782,7070,SEGURIDAD INDUSTRIAL/PERSONAL>CONO VIAL>>,CONO VIAL 100CM ROJO C/REFLECTIVO BASE DE CAUCHO,5,3408,2782.37,Publish,3339
567,CV-15,SEGURIDAD INDUSTRIAL/PERSONAL>CONO VIAL>>,CONO VIAL DE 15 CM.,5,393,243.46,Publish,324
568,CV-29,SEGURIDAD INDUSTRIAL/PERSONAL>CONO VIAL>>,CONO VIAL DE 30 CM.,12,717,486.92,Publish,648
294,CV-50,SEGURIDAD INDUSTRIAL/PERSONAL>CONO VIAL>>,CONO VIAL DE 50 CM.,0,1376,982.16,Publish,1307
295,CV-70,SEGURIDAD INDUSTRIAL/PERSONAL>CONO VIAL>>,CONO VIAL DE 70 CM.,7,2134,1552.09,Publish,2065
1236,DP02,SEGURIDAD INDUSTRIAL/PERSONAL>DELANTALES>>,DELANTAL CUERO DE DESCARNE 60X90CM,5,1070,752.51,Publish,1001
1759,DP03,SEGURIDAD INDUSTRIAL/PERSONAL>DELANTALES>>,DELANTAL CUERO DESC. 60X90CM. REF. GOMA PLOMADA,17,1371,978.27,Publish,1302
1392,DL01,SEGURIDAD INDUSTRIAL/PERSONAL>DELANTALES>>,DELANTAL DE JEAN ESTANDAR,16,335,199.27,Publish,266
842,842,SEGURIDAD INDUSTRIAL/PERSONAL>>>,DELANTAL DE PVC REFORZADO NUBUS,0,69,0,Draft,0
539,539,SEGURIDAD INDUSTRIAL/PERSONAL>>>,DELANTAL PVC BLANCO 70X110CM C/REFUERZO,0,1151,812.83,Draft,1082
1235,RC007-W,SEGURIDAD INDUSTRIAL/PERSONAL>CAPAS>>,DELANTAL PVC BLANCO 75 X 1.10CM. C/REFUERZO,63,797,547.1,Publish,728
2647,2647,SEGURIDAD INDUSTRIAL/PERSONAL>>>,FAJA LUMBAR DE 1º TALLES VARIOS,0,1201,851.04,Draft,1132
289,PLEC L,SEGURIDAD INDUSTRIAL/PERSONAL>FAJA LUMBAR>>,FAJA LUMBAR L 4 BALLENAS ECO,0,1208,856.25,Publish,1139
288,PLEC M,SEGURIDAD INDUSTRIAL/PERSONAL>FAJA LUMBAR>>,FAJA LUMBAR M 4 BALLENAS ECO,1,1208,856.25,Publish,1139
287,PLEC S,SEGURIDAD INDUSTRIAL/PERSONAL>FAJA LUMBAR>>,FAJA LUMBAR S 4 BALLENAS ECO,0,1208,856.25,Publish,1139
290,PLEC XL,SEGURIDAD INDUSTRIAL/PERSONAL>FAJA LUMBAR>>,FAJA LUMBAR XL 4 BALLENAS ECO,14,1208,856.25,Publish,1139
1801,PLEC 2XL,SEGURIDAD INDUSTRIAL/PERSONAL>FAJA LUMBAR>>,FAJA LUMBAR XXL 4 BALLENAS ECO,22,1208,856.25,Publish,1139
512,901950,SEGURIDAD INDUSTRIAL/PERSONAL>MASCARA RESPIRATORIA>>,FILTRO LIBUS G01 PARA PINTURAS (PRECIO X PAR),0,4761,3527.42,Publish,4692
511,901794,SEGURIDAD INDUSTRIAL/PERSONAL>MASCARA RESPIRATORIA>>,FILTRO LIBUS G03 PARA VAPORES (PRECIO X PAR),0,5396,4005.08,Publish,5327
4701,DPS4148,SEGURIDAD INDUSTRIAL/PERSONAL>GUANTES>NITRILO>,GUANTE ACRILO NITRILO VERDE SEMIPESADO DE 33CM,6,501,324.78,Publish,432
263,123VR,SEGURIDAD INDUSTRIAL/PERSONAL>GUANTES>BAÑADO>,GUANTE BAÑADO PVC D/V PUÑO ELASTIZADO,86,553,363.73,Publish,484
796,PV11,SEGURIDAD INDUSTRIAL/PERSONAL>GUANTES>BAÑADO>,GUANTE BAÑADO PVC LARGO 30CM DE MORLEY DPS,0,596,396.03,Publish,527
264,PV13,SEGURIDAD INDUSTRIAL/PERSONAL>GUANTES>BAÑADO>,GUANTE BAÑADO PVC LARGO 35CM MORLEY DPS,0,721,490.14,Publish,652
1607,DPS8915,SEGURIDAD INDUSTRIAL/PERSONAL>GUANTES>BAÑADO>,GUANTE BAÑADO PVC MULTIFLEX AZUL / BLANCO,30,396,245.41,Publish,327
262,DPS8819,SEGURIDAD INDUSTRIAL/PERSONAL>GUANTES>BAÑADO>,GUANTE BAÑADO PVC MULTIFLEX NEGRO,1496,322,189.73,Publish,253
261,300AA,SEGURIDAD INDUSTRIAL/PERSONAL>GUANTES>BAÑADO>,GUANTE BAÑADO PVC MULTIFLEX ROJO REFORZADO,992,478,307.27,Publish,409
696,DJ03,SEGURIDAD INDUSTRIAL/PERSONAL>GUANTES>DESCARNE>,GUANTE DESCARNE AMERICANO AMARILLO PUÑO CORTO,147,487,313.55,Publish,418
1310,D001,SEGURIDAD INDUSTRIAL/PERSONAL>GUANTES>DESCARNE>,GUANTE DESCARNE AMERICANO COMB. JEAN P/CORTO,116,355,214.82,Publish,286
260,D004,SEGURIDAD INDUSTRIAL/PERSONAL>GUANTES>DESCARNE>,GUANTE DESCARNE AMERICANO GRIS P/CORTO,173,410,256.12,Publish,341
1154,SO01,SEGURIDAD INDUSTRIAL/PERSONAL>GUANTES>DESCARNE>,GUANTE DESCARNE SOLDADOR HILO KEVLAR,77,799,548.71,Publish,730
1580,DPS7101,SEGURIDAD INDUSTRIAL/PERSONAL>GUANTES>DESCARTABLES>,GUANTE DESCARTABLE LATEX CAJA X 100 MANOS,26,1325,944.1,Publish,1256
997,DPS7105,SEGURIDAD INDUSTRIAL/PERSONAL>GUANTES>DESCARTABLES>,GUANTE DESCARTABLE NITRILO CAJA X 100 MANOS,49,2610,1910.27,Publish,2541
