Codigo,CodCompra,RubroC,Item,Stock,Precio,PrecioCba,Marca,Precio5
5904,9427,BAZAR>ORGANIZADOR DE BAÑO>>,ACCESORIOS PARA BAÑO SET X 3 ACERO INOX,10,2714,1988.72,Publish,2645
1862,1862,BAZAR>BOMBILLA>>,BOMBILLA PARA MATE LARGA BASE OVALADA,84,161,69.17,Publish,92
1921,PV5,BAZAR>>>,BOMBILLA PARA MATE LARGA BASE RESORTE,0,187,88.16,Draft,118
3000,3000,BAZAR>>>,CEPILLO DE MANO P/ROPA C11476,0,369,225.14,Draft,300
3001,3001,BAZAR>>>,CEPILLO LIMPIA INODORO C/BASE C1846,0,7662,5708.74,Draft,7593
6071,21199709,BAZAR>CUBIERTO>EN KIT>,CUBIERTOS ESPAÑOL EN CAJA TRAMONTINA (X12),3,6205,5112.8,Publish,6136
6072,21199796,BAZAR>CUBIERTO>EN KIT>,CUBIERTOS JUMBO EN CAJA TRAMONTINA (X12),2,12451,10318.05,Publish,12382
6069,22299013,BAZAR>CUBIERTO>TENEDOR>,CUBIERTOS P/ASADOR X 2 TRADICIONAL TRAMONTINA,0,1825,1462.91,Draft,1756
6070,26499036,BAZAR>>>,CUBIERTOS P/ASADOR X 3 LARGO SKEWERS TRAMONTINA,0,5033,3731.83,Draft,4964
6063,23153900,BAZAR>CUBIERTO>CUCHARAS>,"CUCHARA 5"" BRISA TRAMONTINA (X12)",0,960,741.88,Draft,891
6055,22303900,BAZAR>CUBIERTO>CUCHARAS>,"CUCHARA DE MESA 5"" TRAMONTINA DYNAMIC  (X 12)",0,2522,2044.15,Draft,2453
6054,22303300,BAZAR>CUBIERTO>CUCHARAS>,"CUCHARA DE MESA 5"" TRAMONTINA DYNAMIC (X3)",0,615,454.73,Draft,546
6062,23153300,BAZAR>CUBIERTO>CUCHARAS>,"CUCHARA TRAMONTINA 5"" BRISA (X3) SOPERA",13,516,372.11,Publish,447
6057,22307900,BAZAR>>>,CUCHARA TRAMONTINA DYNAMIC (X 12) DE TE,6,1767,1305.59,Publish,1698
6064,23157300,BAZAR>CUBIERTO>CUCHARAS>,CUCHARITA BRISA DE TE TRAMONTINA (X3),0,209,116.08,Draft,140
6056,22307300,BAZAR>CUBIERTO>CUCHARAS>,CUCHARITA DYNAMIC DE TE TRAMONTINA (X3),0,418,290.65,Draft,349
6065,23157900,BAZAR>>>,CUCHARITA TE BLISTER X 12 BRISA TRAMONTINA,0,563,448.79,Draft,494
6066,21109074,BAZAR>CUBIERTO>CUCHILLO>,"CUCHILLO 4"" POLYWOOD ESPAÑOL TRAMONTINA (X12)",1,5267,4331.53,Publish,5198
6059,23150904,BAZAR>CUBIERTO>CUCHILLO>,"CUCHILLO 5"" BRISA TRAMONTINA (X12)",1,2399,1941.08,Publish,2330
6058,23150304,BAZAR>CUBIERTO>CUCHILLO>,"CUCHILLO 5"" BRISA TRAMONTINA (X3)",0,652,485.28,Draft,583
6067,21116075,BAZAR>CUBIERTO>CUCHILLO>,"CUCHILLO 5"" POLYWOOD JUMBO TRAMONTINA (X12)",2,9163,7578.12,Publish,9094
6051,22300905,BAZAR>CUBIERTO>CUCHILLO>,"CUCHILLO 5"" TRAMONTINA DYNAMIC (X12)",11,2399,1941.08,Publish,2330
6050,22300305,BAZAR>CUBIERTO>CUCHILLO>,"CUCHILLO 5"" TRAMONTINA DYNAMIC (X3)",0,543,394.57,Draft,474
6073,22902107,BAZAR>CUBIERTO>CUCHILLO>,"CUCHILLO 7"" UNIVERSAL AC. INOX. M/MAD. TRAMONTINA",0,598,440.31,Draft,529
6074,22921107,BAZAR>CUBIERTO>CUCHILLO>,"CUCHILLO 7"" UNIVERSAL AC. INOX. M/PLAST. TRAMONTIN",15,752,568.69,Publish,683
1904,1904,BAZAR>>>,"CUCHILLO PARA COCINA 08"" MANGO BLANCO RC8868",0,2034,1476.79,Draft,1965
1880,1880,BAZAR>>>,"CUCHILLO PARA COCINA 10"" MANGO BLANCO",0,1562,1121.9,Draft,1493
330,330,BAZAR>>>,"CUCHILLO PARA COCINA 12"" MANGO BLANCO RC88612",0,2465,1801.15,Draft,2396
904,904,BAZAR>>>,EMBUDO PLASTICO 150MM,0,238,127.01,Draft,169
1720,NEMB4,BAZAR>EMBUDO>>,EMBUDO PLASTICO JUEGO X4,42,359,217.64,Publish,290
2275,1569,BAZAR>JABONERAS>>,JABONERA DE METAL CROMADA,0,291,166.57,Publish,222
3004,EVOL1980,BAZAR>>>,LIMPIA VIDRIOS PLASTICO DE MANO,0,498,357.49,Draft,429
1435,1435,BAZAR>MATA MOSQUITOS>>,MATA MOSQUITOS PARA COLOCAR PASTILLAS C10094,41,726,493.63,Publish,657
1279,12221,BAZAR>ORGANIZADOR DE BAÑO>>,ORGANIZADOR PARA BAÑO DE 16X50X10CM,23,646,524.43,Publish,577
1406,9205,BAZAR>ORGANIZADOR DE BAÑO>>,ORGANIZADOR PARA BAÑO DE 25X45X9CM,11,721,592.05,Publish,652
3005,1429,BAZAR>MATA MOSQUITOS>>,PALETA MATA MOSCAS DE PLASTICO,0,128,44.04,Publish,59
7,D10486,BAZAR>>>,PELA PAPAS EN BLISTER,6,597,396.86,Draft,528
2866,2866,BAZAR>>>,PERCHA PLASTICA AUTOADESIVA JUEGO X 1 C10732,0,69,0,Draft,0
2284,2284,BAZAR>>>,PERCHA PLASTICA AUTOADESIVA JUEGO X 3 C10730,0,407,253.56,Draft,338
2050,2050,BAZAR>>>,PERCHA PLASTICA AUTOADESIVA JUEGO X 5 C10729,0,406,253.35,Draft,337
2312,7240,BAZAR>>>,PERCHERO COCINA 5 GANCHOS,0,638,427.39,Draft,569
467,467111,BAZAR>>>,PERCHERO DE METAL CROMADO 10 GANCHOS,0,958,667.8,Draft,889
3006,78615500,BAZAR>>>,PULVERIZADOR MOCHILA .5 L MANUAL TRAMONTINA,0,4759,3525.7,Draft,4690
6076,26010106,BAZAR>CUBIERTO>CUCHILLO>,"PUÑAL CON VAINA 6"" M/HUESO TRAMONTINA",2,3026,2463.81,Publish,2957
6077,26053106,BAZAR>CUBIERTO>CUCHILLO>,"PUÑAL PARA FILETEAR PESCA CON VAINA 6"" TRAMONTINA",2,1951,1567.74,Publish,1882
533,533,BAZAR>>>,SACACORCHOS Y DESTAPABOTELLA C12041,0,1968,1427.18,Draft,1899
2025,FVN,BAZAR>SOPAPA>>,"SOPAPA DE GOMA SIN CABO 4""",72,241,129.24,Publish,172
4059,SOPA-20,BAZAR>SOPAPA>>,"SOPAPA DE GOMA SIN CABO 5""",0,178,81.72,Publish,109
393,8212,BAZAR>SOPAPA>>,SOPAPA PARA VIDRIERO Y/O DESABOLLAR GRANDE,1,1256,892.3,Publish,1187
6068,21110070,BAZAR>CUBIERTO>TENEDOR>,"TENEDOR 4"" POLYWOOD JUMBO/ESPAÑOL TRAMONT (X12)",0,4584,3761.77,Draft,4515
6061,23152900,BAZAR>CUBIERTO>TENEDOR>,"TENEDOR 5"" BRISA TRAMONTINA (X12)",0,960,741.88,Draft,891
6060,23152300,BAZAR>CUBIERTO>TENEDOR>,"TENEDOR 5"" BRISA TRAMONTINA (X3)",7,760,575.35,Publish,691
6052,22302300,BAZAR>CUBIERTO>TENEDOR>,"TENEDOR 5"" TRAMONTINA DYNAMIC  (X3)",1,760,575.35,Publish,691
6053,22302900,BAZAR>CUBIERTO>TENEDOR>,"TENEDOR 5"" TRAMONTINA DYNAMIC (X12)",5,2831,2301.38,Publish,2762
1445,1445,BAZAR>>>,TERMO BALA DE ALUMINIO DE 1LITRO HW50309,1,3234,2379.28,Draft,3165
3213,3213111,BAZAR>>>,TERMO TAPON DE GOMA BLANCA 1L BOCA GRANDE,0,491,316.73,Draft,422
1736,12329,BAZAR>TERMO>>,TERMO TAPON TERMO DE ACERO BOCA CHICA 1/2L,5,254,138.51,Publish,185
1520,7451,BAZAR>TERMO>>,TERMO TAPON TERMO DE ACERO BOCA GDE 1L,29,301,174.23,Publish,232
6522,77704432,CARRETILLAS>>>,CARRETILLA .50L ESTAMPADA R/NEUMÁTICA TRAMONTINA,0,7031,5234.32,Publish,6962
6526,77717431,CARRETILLAS>CARRETILLAS>>,CARRETILLA .55L PLASTICA R/NEUMATICA TRAMONTINA,5,9311,6948.58,Publish,9242
6524,77714235,CARRETILLAS>>>,CARRETILLA .65L CAJON R/MACIZA REFOR. TRAMONTINA,0,13507,10103.11,Publish,13438
6523,77714435,CARRETILLAS>>>,CARRETILLA .65L CAJON R/NEUM. REFOR. TRAMONTINA,3,13507,10103.11,Publish,13438
6475,3011,CARRETILLAS>>>,CARRETILLA .70L ESTAMPADA LINCE COMUN,11,7919,5901.75,Publish,7850
6574,3001,CARRETILLAS>>>,CARRETILLA .70L ESTAMPADA LINCE RUEDA MACIZA,0,9539,7891.07,Publish,9470
6525,3002,CARRETILLAS>>>,CARRETILLA .80L CAJON R/MACIZA REFOR. CAJON LINCE,0,18195,13627.94,Publish,18126
6476,3000,CARRETILLAS>>>,CARRETILLA .90L ESTAMPADA LINCE NEUMATICA,1,13616,10185.7,Publish,13547
6520,3346,CARRETILLAS>>>,CARRETILLA 100L R/NEUMATICA ELEVACION LINCE,0,24489,18360.54,Publish,24420
6521,3347,CARRETILLAS>>>,CARRETILLA 140L R/NEUMATICA PARA HORMIGONERA,0,36691,27534.68,Publish,36622
247,PVC/E/AC,CLIMATIZACION>CALEFONES>EQUIPOS>,CALEFON ELECTRICO DE ACERO INOXIDABLE,2,4814,3567.04,Publish,4745
462,PVC/E/AL,CLIMATIZACION>CALEFONES>EQUIPOS>,CALEFON ELECTRICO DE LOZA O.C.,2,3481,2565.38,Publish,3412
2323,01.02.13.01,CLIMATIZACION>CALEFONES>EQUIPOS>,CALEFON ELECTRICO DE PVC 20 LTS DILUVIO,1212,1438,1140.56,Publish,1369
464,01.01.03.0,CLIMATIZACION>CALEFONES>EQUIPOS>,CALEFON ELECTRICO DE PVC 25 LTS DILUVIO,475,1831,1468.28,Publish,1762
1152,ECACA,CLIMATIZACION>CALEFONES>REPUESTOS>,CALEFON ELECTRICO REPUESTO CAPSULA,120,93,17.95,Publish,24
256,ECACUP,CLIMATIZACION>CALEFONES>REPUESTOS>,CALEFON ELECTRICO REPUESTO CUPLA,166,106,27.37,Publish,37
252,ECAFIB,CLIMATIZACION>CALEFONES>REPUESTOS>,CALEFON ELECTRICO REPUESTO FICHA HEMBRA BAQUELITA,201,215,109.63,Publish,146
254,ECAFI,CLIMATIZACION>CALEFONES>REPUESTOS>,CALEFON ELECTRICO REPUESTO FICHA HEMBRA PLASTICA,1109,145,57.02,Publish,76
251,ECAGP,CLIMATIZACION>CALEFONES>REPUESTOS>,CALEFON ELECTRICO REPUESTO GRIFO,165,170,75.34,Publish,101
253,ECALLC,CLIMATIZACION>CALEFONES>REPUESTOS>,CALEFON ELECTRICO REPUESTO LLUVIA CON CAÑO,401,208,104.21,Publish,139
5827,190102,CLIMATIZACION>ESTUFAS>EQUIPOS>,ESTUFA ELECTRICA QUARZO VERT. 1200W CHAPA,7,2113,1536.39,Draft,2044
5826,190101,CLIMATIZACION>ESTUFAS>EQUIPOS>,ESTUFA ELECTRICA QUARZO VERT. 1200W CHAPA / PLAS.,2,2113,1536.39,Draft,2044
237,2298,CLIMATIZACION>ESTUFAS>>,ESTUFA ELECTRICA QUARZO VERT. 1200W CHAPA REFORZAD,209,2937,2155.87,Publish,2868
412,090201,CLIMATIZACION>ESTUFAS>>,ESTUFA REPUESTO LAMPARA HALOGENA 400W DE 18CM.,256,307,178.23,Publish,238
249,090202,CLIMATIZACION>ESTUFAS>>,ESTUFA REPUESTO LAMPARA HALOGENA 400W DE 20CM,282,307,178.23,Publish,238
248,090203,CLIMATIZACION>ESTUFAS>>,ESTUFA REPUESTO LAMPARA HALOGENA 400W DE 22CM.,488,307,178.23,Publish,238
517,090204,CLIMATIZACION>ESTUFAS>>,ESTUFA REPUESTO LAMPARA HALOGENA 400W DE 24 CM.,711,307,178.23,Publish,238
518,FESV26,CLIMATIZACION>ESTUFAS>>,ESTUFA REPUESTO LAMPARA HALOGENA 400W DE 26CM.,520,307,178.23,Publish,238
1269,090102,CLIMATIZACION>ESTUFAS>REPUESTOS>,ESTUFA REPUESTO VELA P/ARA ESTUFA ELECT. 442MM,390,261,144.11,Publish,192
1342,30207,CLIMATIZACION>ESTUFAS>>,PANTALLA DIRECTA 1500CAL P/10KG REFORZADO,84,1869,1352.98,Publish,1800
430,430,CLIMATIZACION>CALEFONES>REPUESTOS>,RESISTENCIA FOCO .ALUMINIO P/CALEFON ELECTRICO,652,350,210.57,Publish,281
750,750,CLIMATIZACION>CALEFONES>REPUESTOS>,RESISTENCIA FOCO .HIERRO P/CALEFON ELECTRICO,470,431,272.05,Publish,362
250,100203,CLIMATIZACION>CALEFONES>REPUESTOS>,RESISTENCIA FOCO BRONCE P/CALEFON ELECTRICO,168,690,466.4,Publish,621
5825,5825,CLIMATIZACION>CALEFONES>REPUESTOS>,RESISTENCIA PULMON .HIERRO P/CALEFON ELECTRICO,198,462,295.1,Publish,393
1213,1213,CLIMATIZACION>CALEFONES>REPUESTOS>,RESISTENCIA PULMON BRONCE P/CALEFON ELECTRICO,99,820,564.08,Publish,751
988,988,CLIMATIZACION>VENTILADORES>>,"VENTILADOR 10"" 3 PALETAS 1M.DE METAL",18,6103,4536.23,Publish,6034
214,214111,CLIMATIZACION>VENTILADORES>>,"VENTILADOR 18"" 5 PALETAS 1,80M 3 EN 1 DE METAL",0,8114,6048.3,Publish,8045
1479,220101,CLIMATIZACION>VENTILADORES>>,"VENTILADOR INDUSTRIAL 26"" DE PARED BELITA",5,17108,12810.77,Publish,17039
1480,220116,CLIMATIZACION>VENTILADORES>>,"VENTILADOR INDUSTRIAL 26"" DE PIE BELITA",1,18471,13835.63,Publish,18402
1481,1481,CLIMATIZACION>VENTILADORES>>,"VENTILADOR INDUSTRIAL 30"" DE PARED",0,14211,11784.26,Draft,14142
2714,VTU/10,CLIMATIZACION>VENTILADORES>>,VENTILADOR REGULADOR VENTILADOR DE TECHO,76,1364,973.08,Publish,1295
2738,100 140 04,CORTINERIA>BARRALES>>,"BARRAL PARA CORTINA DORADO DE 4MTS 1/2""",118,905,628.56,Publish,836
160,100 240 04,CORTINERIA>BARRALES>>,"BARRAL PARA CORTINA DORADO DE 4MTS 5/8""",0,1356,967.17,Publish,1287
2441,110 321 02,CORTINERIA>SOPORTES>>,"BARRAL: SOP. P/CORTINA 1/2"" LARGO ABIERTO DE CAÑO",199,121,38.54,Publish,52
4053,112 321 02,CORTINERIA>SOPORTES>>,"BARRAL: SOP. P/CORTINA 1/2"" LARGO ABIERTO DE ZAMAC",117,163,70.17,Publish,94
2442,110 311 02,CORTINERIA>SOPORTES>>,"BARRAL: SOP. P/CORTINA 1/2"" LARGO CERRADO DE CAÑO",502,121,38.54,Publish,52
4054,112 311 02,CORTINERIA>SOPORTES>>,"BARRAL: SOP. P/CORTINA 1/2"" LARGO CERRADO DE ZAMAC",66,163,70.17,Publish,94
4051,110 322 02,CORTINERIA>SOPORTES>>,"BARRAL: SOP. P/CORTINA 5/8"" LARGO ABIERTO DE CAÑO",382,127,43.49,Publish,58
4055,112 322 02,CORTINERIA>SOPORTES>>,"BARRAL: SOP. P/CORTINA 5/8"" LARGO ABIERTO DE ZAMAC",118,163,70.17,Publish,94
4052,110 312 02,CORTINERIA>SOPORTES>>,"BARRAL: SOP. P/CORTINA 5/8"" LARGO CERRADO DE CAÑO",333,127,43.49,Publish,58
4056,112 312 02,CORTINERIA>SOPORTES>>,"BARRAL: SOP. P/CORTINA 5/8"" LARGO CERRADO DE ZAMAC",58,163,70.17,Publish,94
2438,109 010 02,CORTINERIA>PUNTERAS>>,BARRAL: TERMINAL PARA CAÑO DE CORTINA DE 1/2,712,92,16.83,Publish,23
4524,109 020 02,CORTINERIA>PUNTERAS>>,BARRAL: TERMINAL PARA CAÑO DE CORTINA DE 5/8,218,108,28.7,Publish,39
4637,C-089,CORTINERIA>BAÑO>BARRALES CURVOS>,"CAÑO P/ CORTINA DE BAÑO CURVO ""U"" 0.90X0.90X0.90",0,832,573.51,Publish,763
4634,315 010 01,CORTINERIA>BAÑO>BARRALES CURVOS>,CAÑO P/ CORTINA DE BAÑO CURVO 0.75X0.75 ALUMINIO,27,1099,773.83,Publish,1030
4635,315 040 01,CORTINERIA>BAÑO>BARRALES CURVOS>,CAÑO P/ CORTINA DE BAÑO CURVO 0.75X1.75 ALUMINIO,25,1744,1259.08,Publish,1675
4636,315 030 01,CORTINERIA>BAÑO>BARRALES CURVOS>,CAÑO P/ CORTINA DE BAÑO CURVO 1.00X1.00 ALUMINIO,22,1431,1023.87,Publish,1362
1300,300 013 01,CORTINERIA>BAÑO>EXTENSIBLES>,"CAÑO P/ CORTINA DE BAÑO EXTENSIBLE ALUM. 1,3METROS",34,828,570.24,Publish,759
4631,300 020 01,CORTINERIA>BAÑO>EXTENSIBLES>,CAÑO P/ CORTINA DE BAÑO EXTENSIBLE ALUM. 2 METROS,39,1026,719.48,Publish,957
4632,300 020 08,CORTINERIA>BAÑO>EXTENSIBLES>,CAÑO P/ CORTINA DE BAÑO EXTENSIBLE BLANCO 2 METROS,68,1163,822.26,Publish,1094
4638,316 010 01,CORTINERIA>BAÑO>BARRALES CURVOS>,CAÑO P/ CORTINA DE BAÑO: SOP. DE ALUMINIO (C/U),110,300,173.68,Publish,231
1705,C-010,CORTINERIA>BAÑO>CORTINA>,CORTINA PARA BAÑO DE PVC DOBLE,0,548,359.69,Publish,479
2277,10564,CORTINERIA>BAÑO>CORTINA>,CORTINA PARA BAÑO DE PVC SIMPLE,111,430,270.94,Publish,361
4633,302 010 08,CORTINERIA>BAÑO>EXTENSIBLES>,SOPORTE DE GOMA C/VENTOSA P/CAÑO CORTINA BAÑO(C/U),0,137,50.88,Publish,68
2809,350 010 08,CORTINERIA>BAÑO>BARRALES CURVOS>,SOPORTE PVC A ROSCA P/CAÑO DE CORTINA BAÑO(C/U),86,150,60.64,Publish,81
0,00000,ELECTRICIDAD>ILUMINACION>LUMINARIA TIPO PLAFON>,AA,0,2124,1544.96,Draft,2055
1224,12199,ELECTRICIDAD>ADAPTADORES>>,ADAPT. TRIPLE PARA CORRIENTE,43,171,76.67,Publish,102
996,0340,ELECTRICIDAD>ADAPTADORES>>,ADAPT/2 PATAS CHATAS A 1 TOMA UNIVERSAL,130,121,38.92,Publish,52
1092,0300,ELECTRICIDAD>ADAPTADORES>>,ADAPT/2 PATAS REDONDAS A 1 TOMA,109,120,37.98,Publish,51
995,0320,ELECTRICIDAD>ADAPTADORES>>,ADAPT/2 PATAS REDONDAS A 1 TOMA UNIVERSAL,77,116,34.78,Publish,47
2451,MR-1002,ELECTRICIDAD>ADAPTADORES>>,ADAPT/2 PATAS REDONDAS A 2 TOMAS,161,220,112.97,Publish,151
2533,PR-1001,ELECTRICIDAD>ADAPTADORES>>,ADAPT/2 PATAS REDONDAS A 3 TOMAS,299,222,114.56,Publish,153
959,MC-1001,ELECTRICIDAD>ADAPTADORES>>,ADAPT/3 PATAS CHATAS A 2 TOMAS,52,220,112.97,Publish,151
2534,PC-1001,ELECTRICIDAD>ADAPTADORES>>,ADAPT/3 PATAS CHATAS A 3 TOMAS,334,222,114.56,Publish,153
4690,W0460N,ELECTRICIDAD>>>,ADAPT/3 PATAS CHATAS A 3 TOMAS NEGRO,0,359,217.87,Draft,290
3224,20510,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>VARIOS,ADAPTADOR RIEL DIN 1 MODULO BLANCO JELUZ,60,158,66.89,Publish,89
4625,4625,ELECTRICIDAD>ADAPTADORES>>,ADAPTADOR UNIVERSAL VIAJERO C/ESTUCHE,6,575,380.18,Publish,506
26,SM-0054-3,ELECTRICIDAD>ADAPTADORES>>,ADAPTADOR UNIVERSAL VIAJERO CON 2 USB  C/ESTUCHE,0,1946,1410.97,Draft,1877
4910,HSAM3300FC-EC,ELECTRICIDAD>>>,AIRE ACONDICIONADO SPLIT 3300W FRIO/CALOR HITACHI,0,54037,40577.02,Draft,53968
5899,4646,ELECTRICIDAD>BAJADA DE LUZ>>,AISLADOR ROLDANA 46X46,25,243,130.65,Publish,174
1722,1722,ELECTRICIDAD>TIMBRES>>,ALARMA PARA PUERTA CON ANUNCIADOR DE INGRESO,0,1886,1366.13,Draft,1817
397,83,ELECTRICIDAD>>>,ALARMA PARA PUERTAS Y VENTANAS,30,389,240.49,Publish,320
63,124016/NT,ELECTRICIDAD>ILUMINACION>SPOTS>,APLIQUE DIFUSOR CHAPA EXT. CUADRADO G9 NEGRO,18,2005,1455.54,Publish,1936
60,124001/NT,ELECTRICIDAD>ILUMINACION>SPOTS>,APLIQUE DIFUSOR CHAPA EXT. SEMICIRCUL.,6,2464,1800.67,Publish,2395
3211,7773,ELECTRICIDAD>ILUMINACION>PLAFONES>,APLIQUE DIFUSOR FUND. ALUM. EXT. CUADRADO,1,3856,2846.63,Publish,3787
3210,7774,ELECTRICIDAD>ILUMINACION>PLAFONES>,APLIQUE DIFUSOR FUND. EXT REGLETA,4,3174,2334.27,Publish,3105
3282,3282,ELECTRICIDAD>>>,APLIQUE LIP MEDIANO 30X10CM SATINADO C104006/30,0,642,430.41,Draft,573
2126,2126,ELECTRICIDAD>>>,ARRANCADOR UNIVERSAL 4/65W GENERAL O PHILIPS,0,146,57.66,Draft,77
2356,12762,ELECTRICIDAD>VARIOS>>,ARRANCADOR UNIVERSAL PVC ECONOMICO,948,109,29.7,Publish,40
5050,IAP20E16,ELECTRICIDAD>VARIOS>>,AUTOMATICO DE PASILLO ELECT 0.5-20M 16A,10,2276,1658.91,Publish,2207
2266,B207T,ELECTRICIDAD>VARIOS>>,BALASTO 18W/20W/26W MECANICO LIGHTRONIC,0,504,326.52,Draft,435
1099,B30/T,ELECTRICIDAD>VARIOS>>,BALASTO 30W MECANICO LIGHTRONIC,0,504,326.52,Draft,435
1868,B40/T,ELECTRICIDAD>VARIOS>>,BALASTO 36W/40W MECANICO,0,504,326.52,Draft,435
3185,3185,ELECTRICIDAD>>>,BALASTO ABIERTO INTERIOR SODIO 150W,0,1216,861.95,Draft,1147
3186,3186,ELECTRICIDAD>>>,BALASTO ABIERTO INTERIOR SODIO 250W,12,1520,1090.48,Draft,1451
2983,2983,ELECTRICIDAD>>>,BALASTO ELECTRONICO 105W LIGHTRONIC 335BEL,0,2483,1814.97,Draft,2414
2982,2982,ELECTRICIDAD>>>,BALASTO ELECTRONICO 40W LIGHTRONIC 172BEL,0,1079,758.99,Draft,1010
1410,1410,ELECTRICIDAD>>>,BALASTO MECANICO 40W LIGHTRONIC B40/T,0,745,508.02,Draft,676
242,7009/50,ELECTRICIDAD>BANDEJA PORTACABLES>>,BANDEJA PORTACABLE 050MM X 3M ALA 50,0,2591,1895.61,Publish,2522
243,7009/100,ELECTRICIDAD>BANDEJA PORTACABLES>>,BANDEJA PORTACABLE 100MM X 3M ALA 50,0,3283,2416.33,Publish,3214
244,7009/150,ELECTRICIDAD>BANDEJA PORTACABLES>>,BANDEJA PORTACABLE 150MM X 3M ALA 50,14,3805,2808.32,Publish,3736
245,7009/200,ELECTRICIDAD>BANDEJA PORTACABLES>>,BANDEJA PORTACABLE 200MM X 3M ALA 50,0,4388,3247.11,Publish,4319
2898,7009/250,ELECTRICIDAD>BANDEJA PORTACABLES>>,BANDEJA PORTACABLE 250MM X 3M ALA 50,0,5594,4153.68,Publish,5525
246,7009/300,ELECTRICIDAD>BANDEJA PORTACABLES>>,"BANDEJA PORTACABLE 300MM X 3M ALA 50 ESP 0,7MM",0,5710,4241.16,Publish,5641
2896,7009/450,ELECTRICIDAD>BANDEJA PORTACABLES>>,BANDEJA PORTACABLE 450MM X 3M ALA 50,0,8753,6528.6,Publish,8684
2897,7009/600,ELECTRICIDAD>BANDEJA PORTACABLES>>,BANDEJA PORTACABLE 600MM X 3M ALA 50,0,11002,8219.88,Publish,10933
3217,7000/CU,ELECTRICIDAD>BANDEJA PORTACABLES>>,BANDEJA PORTACABLE CUPLA UNION CON BULONERIA,0,159,67,Draft,90
4698,7045/200,ELECTRICIDAD>BANDEJA PORTACABLES>>,BANDEJA PORTACABLE CURVA 45° 200MM,0,486,313.01,Draft,417
3218,7090/200,ELECTRICIDAD>BANDEJA PORTACABLES>>,BANDEJA PORTACABLE CURVA 90 200MM,0,558,366.97,Draft,489
4934,7090/300,ELECTRICIDAD>>>,BANDEJA PORTACABLE CURVA 90 300MM,0,663,446.45,Draft,594
4853,7001/200,ELECTRICIDAD>BANDEJA PORTACABLES>>,BANDEJA PORTACABLE CURVA VERTICAL 200MM,0,649,435.66,Draft,580
3219,3219,ELECTRICIDAD>>>,BANDEJA PORTACABLE GRAMPA DE FIJACION,0,582,385.48,Draft,513
4642,7011/230,ELECTRICIDAD>BANDEJA PORTACABLES>>,BANDEJA PORTACABLE SOPORTE MENSULA 230MM,0,388,239.42,Draft,319
4641,4641,ELECTRICIDAD>>>,BANDEJA PORTACABLE SOPORTE MENSULA 330MM,0,1096,771.57,Publish,1027
4640,4640,ELECTRICIDAD>>>,BANDEJA PORTACABLE SOPORTE MENSULA 480MM,0,1368,976,Publish,1299
4694,7070/150,ELECTRICIDAD>>>,BANDEJA PORTACABLE SOPORTE TRAPECIO 150MM,32,235,124.62,Draft,166
3216,7007/150,ELECTRICIDAD>>>,BANDEJA PORTACABLE UNION T  150MM,0,543,356.18,Draft,474
4693,4693,ELECTRICIDAD>>>,BANDEJA PORTACABLE VARILLA ROSCADA 1/4 CON TUERCAS,0,184,86.07,Draft,115
4654,4654,ELECTRICIDAD>>>,BASE HEMBRA SOBREPONER 45° IP44 2P+T 16A AZUL,0,1388,991.22,Draft,1319
4655,4655,ELECTRICIDAD>>>,BASE HEMBRA SOBREPONER 45° IP44 2P+T 32A AZUL,0,1910,1384.2,Draft,1841
4005,KL48052,ELECTRICIDAD>>>,BASE IND 3X32A KALOP,0,593,393.32,Draft,524
4858,KL48053,ELECTRICIDAD>>>,BASE INDUSTRIAL C/NEUTRO 3X32A KALOP,0,457,291.41,Draft,388
4894,3247250,ELECTRICIDAD>>>,BORNE DE PASO P/CABLE 6MM GRIS UNIV. PH. CONTACT,0,186,87.58,Draft,117
4001,L3007,ELECTRICIDAD>>>,BORNE DE PASO PARA CABLE 6MM GRIS,0,160,67.74,Draft,91
3187,B/0020,ELECTRICIDAD>>>,BORNERA TETRAPOLAR 200A,0,2331,1700.09,Draft,2262
361,IC-0057,ELECTRICIDAD>BUSCAPOLOS>>,BUSCAPOLO DIGITAL 1º CALIDAD,58,358,217.21,Publish,289
1721,1721,ELECTRICIDAD>>>,BUSCAPOLO GRANDE 18 CM,0,265,146.92,Draft,196
359,SM108-75,ELECTRICIDAD>BUSCAPOLOS>>,BUSCAPOLO LAPICERA,240,163,70.21,Publish,94
360,360,ELECTRICIDAD>BUSCAPOLOS>>,BUSCAPOLO LAPICERA REFORZADO,0,169,74.6,Publish,100
1616,VOLTDETECT,ELECTRICIDAD>BUSCAPOLOS>>,BUSCAPOLO POR INDUCCION C/LUZ VOLT-DETECT,107,739,503.35,Publish,670
1356,1356,ELECTRICIDAD>>>,BUSCAPOLO REFORZADO CON LUZ (TESTER),0,529,345.83,Draft,460
1996,VCA1690,ELECTRICIDAD>CABLES>VARIOS>,CABLE A 220V MACHO/HEMBRA UNIVERSAL,45,631,422.05,Publish,562
2639,HDM1013,ELECTRICIDAD>CABLES>VARIOS>,"CABLE A HDMI-HDMI 1,5MTS. VS 1.4",20,968,675.27,Publish,899
3116,TVC0149,ELECTRICIDAD>CABLES>VARIOS>,CABLE AUX PLUG 3.5ST - PLUG 3.5ST 1.8MTS,97,204,100.9,Publish,135
